LatLong,nearest MRT,Count,travel time to RP in minutes
"1.33550103973985,103.697513956741",Pioneer,20,44
"1.34315290702888,103.70539456284",Boon Lay,21,48
"1.34151734586068,103.69989937466",Pioneer,15,49
"1.33541318020516,103.700289313311",Pioneer,21,47
"1.34582026038181,103.7082523716",Boon Lay,4,56
"1.34012982685638,103.696648260479",Pioneer,11,46
"1.33920641630237,103.703397452008",Boon Lay,27,42
"1.3383876917868,103.698192617992",Pioneer,13,42
"1.34125787225763,103.703000933184",Boon Lay,14,45
"1.33804531682119,103.702429703843",Boon Lay,12,42
"1.33925339751499,103.700219197809",Pioneer,13,45
"1.33884440739716,103.702339448465",Boon Lay,15,47
"1.34771574253853,103.7241842095",Lakeside,17,47
"1.34449473042069,103.704760528198",Boon Lay,13,49
"1.33661986539386,103.695091222904",Pioneer,25,44
"1.33769966406232,103.722790261602",Lakeside,24,47
"1.34223794700407,103.688737677408",Pioneer,8,56
"1.35050460657034,103.704250604883",Boon Lay,16,62
"1.33911645731896,103.686609779665",Pioneer,14,59
"1.35183241937093,103.704007771092",Boon Lay,23,62
"1.35026682839179,103.705239920981",Boon Lay,13,64
"1.34699539024594,103.694528715918",Pioneer,10,59
"1.34512575413,103.69521407252",Pioneer,5,54
"1.34419039793866,103.69403693015",Pioneer,6,52
"1.34471213524955,103.701313082539",Boon Lay,24,51
"1.34600218842428,103.70418922292",Boon Lay,28,51
"1.3444211304079,103.714343745983",Lakeside,5,50
"1.3534249409359,103.721442695629",Lakeside,7,58
"1.34575308124211,103.703641775508",Boon Lay,24,51
"1.33845797373748,103.699564382012",Pioneer,11,44
"1.33685014192095,103.702313572487",Boon Lay,13,44
"1.33536857501406,103.699358001955",Pioneer,22,45
"1.3368913768574,103.696638809163",Pioneer,29,41
"1.33832453444579,103.700856222877",Pioneer,15,46
"1.336907296624,103.701982068141",Boon Lay,16,44
"1.34333442575136,103.704701215266",Boon Lay,15,48
"1.34493630769122,103.720024635155",Lakeside,9,44
"1.35226505301544,103.703603969219",Boon Lay,16,63
"1.34122050548925,103.685228417825",Pioneer,14,60
"1.34312002434277,103.696674982832",Pioneer,12,51
"1.34387298937558,103.701429855417",Boon Lay,18,50
"1.35419821230377,103.717344057356",Lakeside,25,58
"1.34325837557548,103.704160122681",Boon Lay,13,48
"1.34220416672257,103.699447645211",Pioneer,19,50
"1.33793586799435,103.700586485479",Pioneer,12,44
"1.33961422416176,103.701958631652",Boon Lay,11,45
"1.34260903139995,103.704847787281",Boon Lay,23,47
"1.33568700445849,103.787831657868",King Albert Park,11,42
"1.32602102238192,103.858991981159",Boon Keng,18,47
"1.32502427886167,103.854232129189",Boon Keng,41,40
"1.32447134086786,103.861936683959",Boon Keng,53,37
"1.32139446427243,103.869336174701",Geylang Bahru,6,28
"1.3129579815118,103.850158739219",Farrer Park,20,33
"1.32353780675049,103.86914775647",Geylang Bahru,52,29
"1.31909343822193,103.863905325578",Boon Keng,17,31
"1.33608585035551,103.787930579366",King Albert Park,6,42
"1.32472597938151,103.857783454168",Boon Keng,27,47
"1.31423937033551,103.870914031459",Kallang,37,22
"1.32218898844635,103.871612008197",Geylang Bahru,8,28
"1.31400583508364,103.856831276139",Farrer Park,19,31
"1.31514019805556,103.850798372212",Farrer Park,5,34
"1.31543175817283,103.871651573593",Kallang,32,25
"1.30539150676389,103.863222183958",Lavender,19,20
"1.31933733566872,103.860225974926",Boon Keng,10,31
"1.32048559152829,103.861074545823",Boon Keng,7,32
"1.31226490832542,103.854713652535",Farrer Park,49,27
"1.3132753601909,103.873489088653",Kallang,22,22
"1.32219217819051,103.856198528514",Boon Keng,14,40
"1.31844233518161,103.856349883909",Boon Keng,13,37
"1.32782768735672,103.860080664772",Boon Keng,34,45
"1.32112027780383,103.866786871368",Geylang Bahru,32,35
"1.31379318761444,103.87309387056",Kallang,21,22
"1.32163647015368,103.866767328257",Geylang Bahru,30,34
"1.31998124429925,103.859005144914",Boon Keng,27,33
"1.32478615314534,103.862194367527",Boon Keng,12,38
"1.31447785572521,103.851072419846",Farrer Park,10,32
"1.32408464111823,103.86859054805",Geylang Bahru,16,30
"1.32212605377883,103.867995537199",Geylang Bahru,13,30
"1.31605118149851,103.861218698544",Bendemeer,78,30
"1.31678922529744,103.861781918434",Boon Keng,67,30
"1.32826551427967,103.854154506034",Toa Payoh,12,42
"1.30393796924619,103.909735937973",Eunos,12,42
"1.303178277126,103.911806642809",Kembangan,42,42
"1.30542368483748,103.914004754803",Kembangan,14,44
"1.30267023304987,103.909040353592",Eunos,21,42
"1.38885339963623,103.986845986484",Changi Airport,17,75
"1.37715362751296,103.934480441997",Pasir Ris,9,61
"1.37729564589595,103.935564357183",Pasir Ris,21,62
"1.3684636800666,103.956009070114",Pasir Ris,14,54
"1.37863961678247,103.939853922321",Pasir Ris,10,56
"1.37695502051909,103.935942403694",Pasir Ris,11,62
"1.37449111361936,103.957363433563",Pasir Ris,6,50
"1.36686954737879,103.954504704247",Pasir Ris,22,57
"1.37478843608331,103.936353940299",Pasir Ris,14,59
"1.37473846652732,103.956643408449",Pasir Ris,3,49
"1.36582030229146,103.954308255767",Pasir Ris,15,59
"1.36816269868754,103.961803251946",Tampines East,11,63
"1.3736034575533,103.960557824017",Pasir Ris,16,56
"1.36561350104995,103.96004408149",Tampines East,8,62
"1.37276905622506,103.946510452269",Pasir Ris,9,44
"1.37996591907492,103.937932209463",Pasir Ris,8,61
"1.37163660120977,103.955620745818",Pasir Ris,15,51
"1.37406306521206,103.945122178511",Pasir Ris,10,44
"1.36697256341726,103.960009214113",Tampines East,9,59
"1.36848441086802,103.949822073989",Pasir Ris,15,46
"1.37337990743405,103.961401813164",Pasir Ris,17,57
"1.3815817428769,103.936587262505",Pasir Ris,2,62
"1.37922082554389,103.934555833334",Pasir Ris,21,62
"1.373451807241,103.94475632064",Pasir Ris,6,47
"1.3741441761542,103.942957213626",Pasir Ris,3,48
"1.37800945142578,103.940686625895",Pasir Ris,21,55
"1.36734267382393,103.959675966403",Tampines East,10,58
"1.36797543702573,103.952769232866",Pasir Ris,10,48
"1.37460129469019,103.943139291069",Pasir Ris,18,49
"1.37152385430804,103.954753075267",Pasir Ris,6,50
"1.37319323483764,103.963384554912",Pasir Ris,8,61
"1.36840453035745,103.954483834817",Pasir Ris,5,56
"1.37407916915993,103.962867929916",Pasir Ris,12,60
"1.36747877864087,103.95701769761",Pasir Ris,16,54
"1.37136157858945,103.950398439602",Pasir Ris,13,43
"1.39804841532732,103.903476518046",Cove,25,59
"1.3930694988303,103.910698497279",Coral Edge,27,60
"1.39354226277371,103.912428475975",Coral Edge,35,56
"1.39709453228144,103.907955363138",Meridian,14,56
"1.40358421163654,103.909264059421",Damai,40,60
"1.40171799238214,103.907177256788",Cove,18,55
"1.39449602941946,103.913979040224",Coral Edge,21,59
"1.40397950121026,103.899454945441",Soo Teck,41,53
"1.40136794497508,103.907095963037",Cove,21,56
"1.40442051976244,103.907861033253",Damai,32,56
"1.40374588184628,103.909882888788",Damai,13,60
"1.40307557326403,103.904945341265",Punggol,14,52
"1.40348053779097,103.907117403756",Damai,23,55
"1.40382435066928,103.908909336084",Damai,34,58
"1.40365203255171,103.898531601376",Soo Teck,46,53
"1.40246846595119,103.907582202598",Damai,30,55
"1.40290323653965,103.910057537905",Oasis,46,58
"1.40267896973516,103.908106143006",Damai,26,56
"1.40331378111347,103.898358925104",Soo Teck,43,53
"1.40583208354561,103.906790979853",Damai,32,56
"1.4013435609028,103.90312699575",Cove,51,52
"1.40157247042169,103.902619076474",Punggol,49,51
"1.4032584306282,103.902008676006",Punggol,30,47
"1.40344393233163,103.898666456376",Soo Teck,42,53
"1.40442356621968,103.904444236705",Punggol,23,52
"1.39544457659291,103.912465385663",Coral Edge,34,60
"1.39969367240436,103.91459704801",Kadaloor,20,60
"1.39620706577543,103.906147061259",Meridian,25,60
"1.39572273025553,103.915305978671",Riviera,20,59
"1.3969413315622,103.905729497383",Cove,17,59
"1.3966048607668,103.90834413446",Meridian,18,55
"1.39876127750607,103.90493897318",Cove,16,57
"1.39927958510349,103.907497649822",Cove,18,56
"1.39660886204199,103.905303792463",Cove,19,60
"1.39996997980383,103.9057511815",Cove,17,55
"1.40008546365656,103.903535590833",Cove,9,54
"1.39481475165028,103.913160942886",Coral Edge,24,61
"1.39457812551483,103.915235013308",Riviera,10,57
"1.39550060247735,103.914059779581",Coral Edge,12,59
"1.40194562015473,103.912456747947",Oasis,28,56
"1.40188620786457,103.904917268878",Cove,16,56
"1.40215672985744,103.912147845948",Oasis,26,57
"1.40270615150902,103.905308204685",Cove,20,52
"1.40410802463256,103.899031895755",Soo Teck,53,53
"1.40230301367166,103.901262391698",Punggol,32,49
"1.40411150558105,103.89739889357",Soo Teck,22,55
"1.40443273898382,103.897932428343",Soo Teck,38,53
"1.4043154522189,103.898851831195",Soo Teck,33,52
"1.30467866112528,103.800423584746",Commonwealth,43,28
"1.29073246202285,103.803846934678",Queenstown,21,26
"1.29381445284903,103.803137926845",Queenstown,8,27
"1.303787443937,103.800385265974",Commonwealth,28,26
"1.29043486528791,103.803105948762",Queenstown,32,27
"1.30724943075855,103.798938288338",Commonwealth,12,29
"1.30558616281108,103.800743580931",Commonwealth,9,29
"1.30626771558411,103.79829194998",Commonwealth,9,28
"1.30422050058916,103.800400186159",Commonwealth,35,27
"1.31199343267746,103.787127888663",Buona Vista,27,33
"1.3025299473495,103.783271662459",one-north,8,36
"1.29090918077067,103.803107626115",Queenstown,13,27
"1.31287975684307,103.786855017635",Buona Vista,27,34
"1.31227373312283,103.788361095821",Buona Vista,12,33
"1.30649441788408,103.794216834691",Buona Vista,54,30
"1.30438425657259,103.79934984603",Commonwealth,15,26
"1.29308587206923,103.81188488444",Redhill,22,29
"1.30905394628303,103.794063120888",Holland Village,21,33
"1.31302913243704,103.794375471653",Holland Village,21,36
"1.30863562772071,103.786331973494",Buona Vista,39,32
"1.29331314480289,103.808253434532",Queenstown,39,24
"1.29272126693676,103.814835714007",Redhill,17,27
"1.31128823600903,103.787230603612",Buona Vista,10,32
"1.31347895963948,103.782224287375",Dover,24,33
"1.30808343614203,103.783057196097",Dover,34,36
"1.45208461891806,103.816554224473",Sembawang,17,51
"1.44555988914785,103.818296366915",Sembawang,23,49
"1.44716347336281,103.815013547479",Sembawang,23,53
"1.45088207954215,103.823325694936",Sembawang,15,49
"1.45495119192133,103.816819778829",Sembawang,34,58
"1.45222667691167,103.814425933159",Sembawang,34,55
"1.45177042242752,103.817947511696",Sembawang,18,52
"1.45003603339558,103.816435076271",Sembawang,16,50
"1.44706807805733,103.818677573572",Sembawang,5,47
"1.44566382276232,103.8190220705",Sembawang,14,51
"1.45267974712812,103.818888937745",Sembawang,22,51
"1.44577476058766,103.815316349165",Sembawang,10,55
"1.44732828215134,103.81582008771",Sembawang,19,51
"1.45004399363065,103.817003273639",Sembawang,21,49
"1.45016506715726,103.819306849533",Sembawang,15,46
"1.44631806773829,103.822538328492",Sembawang,10,50
"1.45086077228911,103.819972769999",Sembawang,12,49
"1.44970161541843,103.825767137323",Sembawang,14,52
"1.45133511467761,103.819767140308",Sembawang,13,49
"1.44468992188378,103.822441629559",Sembawang,7,52
"1.45043745007348,103.825135383691",Sembawang,14,52
"1.44699020882626,103.816416175536",Sembawang,18,51
"1.44615096523652,103.815651974178",Sembawang,16,54
"1.39121038063109,103.874688908059",Fernvale,17,58
"1.39109783626622,103.875166223525",Fernvale,32,57
"1.39224716162446,103.874095130429",Fernvale,54,57
"1.39222013843694,103.874409781406",Fernvale,47,58
"1.38552172050188,103.899866305926",Kangkar,44,55
"1.38514491225734,103.899291177027",Ranggung,50,54
"1.38922746465317,103.886844695908",Tongkang,18,54
"1.38829484016053,103.903158523662",Bakau,14,58
"1.39317369502634,103.906494405169",Rumbia,19,56
"1.39255964590728,103.907889895232",Rumbia,23,58
"1.3928443886439,103.891346931814",Cheng Lim,12,54
"1.39145041079796,103.908743124375",Rumbia,25,59
"1.38934424778155,103.903081571286",Bakau,25,56
"1.38818825958938,103.907145829717",Bakau,20,56
"1.38944503867735,103.902653243628",Bakau,10,55
"1.38281168591309,103.899782887436",Kangkar,14,55
"1.38700727244301,103.904788709879",Bakau,22,55
"1.38834821726981,103.873814853605",Fernvale,15,63
"1.38759793773653,103.890220332665",Renjong,21,52
"1.39049049629367,103.902688503849",Rumbia,18,57
"1.39238628777894,103.897647795086",Sengkang,12,47
"1.38684496487943,103.902192105408",Kangkar,12,57
"1.39731129141256,103.899747837998",Compassvale,18,55
"1.39282417499693,103.902400188623",Compassvale,18,55
"1.38465568677053,103.899257415602",Ranggung,42,54
"1.39228448797032,103.873579578496",Fernvale,23,58
"1.39090009571305,103.899536487957",Compassvale,7,50
"1.38772513390518,103.89350769032",Renjong,20,48
"1.38446364084956,103.898491366571",Ranggung,18,53
"1.38854895437159,103.898488236525",Sengkang,10,49
"1.39044005805872,103.898663984992",Sengkang,16,49
"1.39437366578651,103.876322418463",Fernvale,38,56
"1.38978938889476,103.876096713603",Fernvale,36,61
"1.3837150052578,103.895589036405",Ranggung,15,45
"1.38424155856171,103.899542187144",Ranggung,28,54
"1.38553943564032,103.900780778782",Kangkar,31,57
"1.39287835979949,103.876975719617",Fernvale,23,56
"1.39016261835765,103.877056202025",Fernvale,40,61
"1.38618514540465,103.900551157406",Kangkar,30,55
"1.38480080631986,103.900105508026",Kangkar,33,55
"1.38165918663455,103.895504947189",Buangkok,15,47
"1.38393100526784,103.893564426812",Buangkok,27,45
"1.3847603423548,103.893939092139",Buangkok,19,45
"1.38501243481986,103.89441489532",Buangkok,23,45
"1.38333897024769,103.894522123516",Buangkok,26,46
"1.38414098951186,103.894443272414",Buangkok,38,44
"1.39362832387672,103.901775022803",Compassvale,21,54
"1.39096468167495,103.884060305383",Tongkang,23,56
"1.38669088303388,103.905111879708",Bakau,18,55
"1.38840183014731,103.88816713058",Tongkang,23,54
"1.3909522124166,103.891815990371",Sengkang,10,49
"1.39463674854545,103.902948600159",Compassvale,9,56
"1.38609075927476,103.896503892256",Ranggung,13,49
"1.38903342950987,103.887299862674",Tongkang,18,54
"1.38789185501916,103.888922314482",Renjong,12,53
"1.39516709775093,103.901789456173",Compassvale,32,53
"1.39634901076212,103.901777949067",Compassvale,24,57
"1.3970326678583,103.897023030475",Cheng Lim,18,52
"1.38867904803847,103.874702601249",Fernvale,34,61
"1.38345976601372,103.901383674633",Kangkar,13,56
"1.39209550650234,103.89255070806",Sengkang,18,50
"1.39339897949587,103.876290547918",Fernvale,50,55
"1.38954465344023,103.887443517634",Tongkang,22,57
"1.38708301673658,103.895447334949",Ranggung,16,50
"1.38526244576938,103.904005046452",Kangkar,6,59
"1.39682859571624,103.901186812758",Compassvale,21,54
"1.39224633613012,103.899789895565",Compassvale,8,52
"1.38417530549894,103.903383602884",Kangkar,12,55
"1.39510005315112,103.895470505301",Cheng Lim,14,51
"1.3567348101843,103.870113743671",Lorong Chuan,23,48
"1.35026200356709,103.876485050647",Serangoon,22,39
"1.35835882176541,103.872182045295",Serangoon,17,50
"1.35376288054172,103.866326454117",Lorong Chuan,4,43
"1.3591460613704,103.871810901097",Serangoon,31,49
"1.3505771789914,103.875648216195",Serangoon,13,39
"1.37103631988089,103.870360910842",Kovan,20,50
"1.36778139173336,103.873041279529",Kovan,19,55
"1.36943351823831,103.870511407041",Kovan,12,53
"1.35842952473611,103.8712240101",Serangoon,20,48
"1.35462817585052,103.867068739139",Lorong Chuan,15,45
"1.34626598680467,103.873199803702",Serangoon,19,40
"1.34718612268146,103.872968186302",Serangoon,10,41
"1.34914910857959,103.875117043231",Serangoon,7,36
"1.37281631901907,103.876339684598",Kovan,8,55
"1.37409116805565,103.871889651813",Fernvale,25,56
"1.37386057751621,103.873017935039",Kovan,17,56
"1.37214320446568,103.87273701463",Kovan,13,54
"1.35000529667902,103.953938205937",Tampines East,24,50
"1.35751161946385,103.944917908671",Tampines,17,45
"1.34608442398209,103.938034023132",Tampines West,5,41
"1.35877773497643,103.946270788952",Tampines,14,44
"1.35901318117916,103.955111125309",Tampines East,17,52
"1.35783252178817,103.946726918914",Tampines,25,47
"1.34971656732554,103.93372188081",Tampines West,2,51
"1.3480931246949,103.947177564477",Tampines,16,46
"1.35402077327525,103.954842682175",Tampines East,14,46
"1.349174345716,103.954250054814",Simei,30,47
"1.35996852651128,103.954665911889",Tampines East,19,49
"1.349339645898,103.933610807865",Tampines West,12,49
"1.34679100571296,103.940776965834",Tampines West,17,47
"1.35430349274332,103.950965475574",Tampines East,16,47
"1.35108388147213,103.932915604299",Tampines West,15,51
"1.34554033527408,103.936875522387",Tampines West,18,43
"1.34963011004171,103.948635174972",Tampines,38,47
"1.34893084103853,103.934588111014",Tampines West,8,47
"1.34645463315474,103.936611366113",Tampines West,15,42
"1.35590516879669,103.947447486706",Tampines,17,43
"1.35798075724836,103.954550016234",Tampines East,18,47
"1.36005190110954,103.937142900774",Tampines,17,55
"1.36108575636585,103.957224811648",Tampines East,17,54
"1.35869916097949,103.960254467845",Tampines East,11,56
"1.350101714776,103.935397838075",Tampines West,10,49
"1.35998567839232,103.958247648588",Tampines East,4,53
"1.36132334023489,103.95746980781",Tampines East,18,54
"1.35436451815763,103.933391644725",Tampines,17,55
"1.34915941831555,103.950281487099",Simei,36,49
"1.35751860691899,103.947536321519",Tampines,13,47
"1.35740703260416,103.950996054997",Tampines East,15,49
"1.34656173045585,103.937340025822",Tampines West,20,42
"1.35919256321783,103.956796780851",Tampines East,13,51
"1.34720576651075,103.946641750013",Simei,14,48
"1.35470798068718,103.955002715196",Tampines East,14,51
"1.35820447554431,103.934339097013",Tampines,14,54
